low_p,large_p,low_less,high_less,max_title,replace_title,win_rate,old_wins,new_wins,draws
1,6,1,2,1,2,10.0,82,10,0
1,6,2,3,1,4,10.0,79,10,2
1,7,0,1,1,2,10.0,80,10,2
1,7,0,3,1,3,10.0,70,10,2
1,7,1,5,1,2,10.0,82,10,1
1,7,1,5,1,4,10.0,77,10,1
1,7,2,5,1,2,10.0,76,10,1
1,8,0,3,1,5,10.0,80,10,1
1,8,1,3,1,2,10.0,77,10,4
1,8,3,4,1,4,10.0,77,10,2
1,9,0,1,1,4,10.0,73,10,3
1,9,1,3,1,2,10.0,77,10,3
1,9,2,4,1,5,10.0,81,10,1
1,9,3,4,1,4,10.0,77,10,2
2,3,0,2,1,4,10.0,71,10,3
2,3,0,4,1,5,10.0,80,10,1
2,3,1,3,1,4,10.0,76,10,0
2,3,2,3,1,5,10.0,75,10,4
2,3,4,5,1,2,10.0,78,10,2
2,4,1,2,1,3,10.0,73,10,4
2,4,1,3,1,2,10.0,73,10,4
2,4,1,3,1,4,10.0,78,10,3
2,4,2,3,1,5,10.0,79,10,1
2,4,3,4,1,3,10.0,76,10,3
2,4,3,5,1,5,10.0,84,10,2
2,4,4,5,1,4,10.0,77,10,2
2,5,0,1,1,4,10.0,77,10,0
2,5,0,2,1,3,10.0,80,10,3
2,5,1,4,1,2,10.0,75,10,3
2,5,2,4,1,3,10.0,80,10,0
2,5,3,4,1,4,10.0,72,10,2
2,5,3,4,1,5,10.0,74,10,3
2,6,0,1,1,3,10.0,76,10,4
2,6,0,3,1,5,10.0,76,10,2
2,6,1,4,1,3,10.0,80,10,2
2,6,2,3,1,2,10.0,80,10,5
2,6,2,3,1,4,10.0,84,10,0
2,6,3,4,1,2,10.0,86,10,0
2,7,0,2,1,5,10.0,81,10,0
2,7,0,4,1,3,10.0,79,10,1
2,7,1,2,1,2,10.0,72,10,3
2,7,2,3,1,3,10.0,78,10,3
2,8,0,1,1,3,10.0,75,10,0
2,8,0,1,1,4,10.0,77,10,2
2,8,0,4,1,3,10.0,82,10,1
2,8,0,5,1,5,10.0,78,10,2
2,8,1,2,1,4,10.0,74,10,4
2,8,1,3,1,3,10.0,80,10,1
2,8,1,4,1,4,10.0,82,10,1
2,8,2,4,1,2,10.0,78,10,3
2,8,3,5,1,4,10.0,79,10,1
2,9,0,4,1,2,10.0,76,10,1
2,9,1,4,1,3,10.0,79,10,0
2,9,2,5,1,4,10.0,75,10,1
3,4,2,3,1,2,10.0,78,10,0
3,4,2,3,1,4,10.0,78,10,0
3,4,2,4,1,5,10.0,79,10,1
3,4,3,5,1,2,10.0,77,10,0
3,4,3,5,1,3,10.0,83,10,1
3,4,3,5,1,4,10.0,76,10,1
3,4,3,5,1,5,10.0,79,10,2
3,5,0,1,1,2,10.0,75,10,3
3,5,1,4,1,4,10.0,80,10,1
3,5,2,5,1,3,10.0,72,10,3
3,6,0,3,1,3,10.0,76,10,7
3,6,0,4,1,2,10.0,79,10,3
3,6,0,5,1,2,10.0,76,10,0
3,6,1,2,1,5,10.0,77,10,3
3,6,1,4,1,3,10.0,80,10,4
3,6,1,4,1,4,10.0,78,10,2
3,6,2,4,1,4,10.0,75,10,1
3,6,4,5,1,2,10.0,75,10,0
3,6,4,5,1,4,10.0,77,10,2
3,7,0,1,1,2,10.0,82,10,1
3,7,0,2,1,3,10.0,78,10,0
3,7,0,2,1,5,10.0,80,10,1
3,7,0,4,1,5,10.0,77,10,6
3,7,0,5,1,3,10.0,72,10,0
3,7,1,2,1,4,10.0,77,10,2
3,7,1,3,1,4,10.0,72,10,1
3,7,1,5,1,2,10.0,85,10,0
3,7,2,4,1,4,10.0,78,10,0
3,7,3,4,1,2,10.0,78,10,3
3,7,4,5,1,5,10.0,77,10,2
3,8,0,3,1,5,10.0,81,10,0
3,8,1,2,1,4,10.0,79,10,1
3,9,1,2,1,5,10.0,77,10,4
3,9,2,3,1,3,10.0,79,10,3
4,5,0,3,1,3,10.0,84,10,0
4,5,0,4,1,2,10.0,83,10,2
4,5,1,4,1,4,10.0,83,10,1
4,5,2,3,1,4,10.0,80,10,2
4,5,3,5,1,5,10.0,79,10,0
4,5,4,5,1,4,10.0,79,10,1
4,6,1,2,1,4,10.0,79,10,3
4,6,3,4,1,2,10.0,76,10,4
4,6,3,4,1,4,10.0,75,10,4
4,7,0,1,1,2,10.0,84,10,0
4,7,0,4,1,2,10.0,79,10,0
4,7,0,4,1,5,10.0,85,10,1
4,7,0,5,1,5,10.0,81,10,1
4,7,2,3,1,5,10.0,78,10,1
4,8,0,1,1,4,10.0,79,10,1
4,8,0,3,1,4,10.0,74,10,4
4,8,1,4,1,2,10.0,82,10,0
4,8,1,4,1,3,10.0,82,10,2
4,8,2,4,1,2,10.0,81,10,1
4,8,2,4,1,5,10.0,75,10,4
4,9,0,1,1,2,10.0,80,10,3
4,9,0,2,1,3,10.0,80,10,2
4,9,0,3,1,2,10.0,74,10,1
4,9,0,3,1,5,10.0,75,10,4
4,9,1,2,1,4,10.0,79,10,0
4,9,1,4,1,3,10.0,76,10,1
4,9,3,4,1,3,10.0,79,10,2
4,9,3,4,1,4,10.0,79,10,1
5,6,0,2,1,3,10.0,77,10,2
5,7,0,3,1,2,10.0,79,10,2
5,7,0,4,1,2,10.0,80,10,3
5,7,1,4,1,3,10.0,80,10,0
5,7,2,3,1,2,10.0,81,10,0
5,7,3,4,1,2,10.0,76,10,2
5,8,1,5,1,2,10.0,78,10,5
5,8,1,5,1,3,10.0,74,10,2
5,8,2,3,1,2,10.0,76,10,2
5,8,2,3,1,3,10.0,81,10,1
5,8,2,3,1,5,10.0,76,10,0
5,8,2,4,1,3,10.0,77,10,0
5,8,3,4,1,4,10.0,83,10,1
5,8,4,5,1,3,10.0,77,10,4
5,9,0,3,1,5,10.0,80,10,2
5,9,0,4,1,3,10.0,79,10,0
5,9,0,5,1,4,10.0,81,10,0
5,9,1,4,1,3,10.0,80,10,2
5,9,1,4,1,4,10.0,73,10,0
5,9,3,4,1,3,10.0,82,10,0
5,9,3,5,1,5,10.0,79,10,3
5,9,4,5,1,2,10.0,84,10,0
0,1,0,1,1,4,9.0,73,9,3
0,1,0,3,1,2,9.0,79,9,1
0,1,0,4,1,2,9.0,76,9,2
0,1,0,4,1,3,9.0,81,9,2
0,1,0,4,1,4,9.0,78,9,1
0,1,1,2,1,2,9.0,72,9,1
0,1,2,5,1,3,9.0,80,9,0
0,1,2,5,1,5,9.0,80,9,4
0,1,3,4,1,2,9.0,78,9,3
0,1,3,4,1,3,9.0,71,9,3
0,1,3,5,1,2,9.0,77,9,3
0,2,0,3,1,3,9.0,73,9,4
0,2,0,5,1,3,9.0,79,9,2
0,2,1,2,1,3,9.0,78,9,3
0,2,1,3,1,4,9.0,74,9,1
0,2,2,3,1,4,9.0,76,9,2
0,2,2,4,1,3,9.0,77,9,1
0,2,2,4,1,4,9.0,76,9,2
0,2,3,4,1,2,9.0,77,9,3
0,2,3,4,1,3,9.0,81,9,3
0,2,3,5,1,5,9.0,69,9,2
0,3,0,3,1,4,9.0,79,9,4
0,3,1,2,1,2,9.0,74,9,3
0,3,1,2,1,3,9.0,77,9,1
0,3,1,3,1,5,9.0,79,9,0
0,3,2,3,1,2,9.0,81,9,1
0,3,2,3,1,3,9.0,80,9,3
0,3,2,4,1,2,9.0,85,9,1
0,3,2,5,1,2,9.0,84,9,2
0,3,2,5,1,3,9.0,79,9,5
0,3,3,5,1,2,9.0,79,9,0
0,4,0,1,1,2,9.0,85,9,1
0,4,0,2,1,4,9.0,77,9,2
0,4,0,2,1,5,9.0,80,9,1
0,4,0,3,1,3,9.0,78,9,2
0,4,0,4,1,5,9.0,77,9,2
0,4,1,5,1,3,9.0,83,9,1
0,4,2,3,1,4,9.0,80,9,2
0,4,3,4,1,3,9.0,75,9,3
0,4,3,5,1,2,9.0,83,9,1
0,5,0,2,1,2,9.0,75,9,2
0,5,0,2,1,5,9.0,74,9,1
0,5,0,3,1,4,9.0,77,9,4
0,5,0,3,1,5,9.0,82,9,1
0,5,0,4,1,5,9.0,78,9,1
0,5,1,5,1,2,9.0,80,9,1
0,5,2,4,1,3,9.0,81,9,2
0,5,2,5,1,4,9.0,84,9,0
0,5,3,5,1,5,9.0,76,9,1
0,5,4,5,1,3,9.0,72,9,1
0,6,0,1,1,4,9.0,79,9,2
0,6,0,2,1,4,9.0,77,9,1
0,6,0,5,1,4,9.0,78,9,0
0,6,0,5,1,5,9.0,77,9,2
0,6,1,2,1,3,9.0,84,9,1
0,6,1,3,1,4,9.0,83,9,0
0,6,1,3,1,5,9.0,81,9,4
0,6,1,4,1,5,9.0,83,9,4
0,6,2,4,1,2,9.0,82,9,0
0,6,2,5,1,3,9.0,77,9,5
0,7,0,2,1,2,9.0,83,9,1
0,7,0,3,1,2,9.0,71,9,3
0,7,1,5,1,3,9.0,79,9,2
0,7,2,3,1,2,9.0,77,9,2
0,7,2,5,1,4,9.0,84,9,0
0,7,3,4,1,3,9.0,77,9,0
0,7,3,5,1,3,9.0,80,9,1
0,8,0,1,1,2,9.0,70,9,3
0,8,0,3,1,2,9.0,80,9,0
0,8,0,3,1,5,9.0,75,9,3
0,8,0,5,1,3,9.0,75,9,2
0,8,2,3,1,2,9.0,78,9,4
0,8,2,5,1,3,9.0,83,9,1
0,8,2,5,1,5,9.0,84,9,0
0,9,0,1,1,4,9.0,74,9,1
0,9,0,3,1,4,9.0,77,9,1
0,9,0,5,1,5,9.0,67,9,5
0,9,1,3,1,2,9.0,73,9,1
0,9,1,3,1,4,9.0,77,9,2
0,9,1,5,1,4,9.0,78,9,1
0,9,2,3,1,5,9.0,75,9,4
0,9,4,5,1,5,9.0,78,9,2
1,2,0,1,1,2,9.0,76,9,2
1,2,0,4,1,3,9.0,82,9,1
1,2,0,5,1,3,9.0,78,9,1
1,2,1,4,1,2,9.0,82,9,2
1,2,2,3,1,2,9.0,82,9,2
1,2,4,5,1,2,9.0,78,9,2
1,3,0,3,1,4,9.0,84,9,0
1,3,1,3,1,3,9.0,77,9,2
1,3,1,3,1,4,9.0,81,9,4
1,3,1,4,1,3,9.0,73,9,2
1,3,1,5,1,4,9.0,78,9,3
1,3,2,4,1,5,9.0,75,9,2
1,3,2,5,1,4,9.0,74,9,2
1,3,3,5,1,4,9.0,75,9,2
1,4,0,2,1,3,9.0,76,9,0
1,4,1,2,1,2,9.0,79,9,0
1,4,1,3,1,5,9.0,80,9,2
1,4,1,4,1,2,9.0,75,9,0
1,4,2,4,1,4,9.0,71,9,3
1,4,3,4,1,5,9.0,74,9,0
1,4,4,5,1,3,9.0,79,9,0
1,5,0,2,1,4,9.0,80,9,2
1,5,0,5,1,4,9.0,78,9,0
1,5,1,3,1,3,9.0,75,9,1
1,5,1,3,1,4,9.0,79,9,0
1,5,2,3,1,2,9.0,81,9,0
1,5,2,3,1,3,9.0,88,9,0
1,5,4,5,1,2,9.0,69,9,4
1,5,4,5,1,5,9.0,81,9,1
1,6,0,2,1,3,9.0,78,9,1
1,6,0,4,1,3,9.0,77,9,1
1,6,0,4,1,4,9.0,78,9,1
1,6,1,5,1,5,9.0,77,9,0
1,6,2,3,1,5,9.0,75,9,2
1,6,2,4,1,4,9.0,83,9,0
1,6,3,4,1,2,9.0,73,9,2
1,7,0,1,1,4,9.0,79,9,1
1,7,0,1,1,5,9.0,73,9,2
1,7,0,2,1,3,9.0,70,9,2
1,7,0,3,1,4,9.0,78,9,2
1,7,0,3,1,5,9.0,78,9,3
1,7,0,4,1,5,9.0,84,9,1
1,7,1,4,1,3,9.0,73,9,2
1,7,2,3,1,5,9.0,80,9,1
1,7,2,5,1,4,9.0,83,9,3
1,7,2,5,1,5,9.0,83,9,1
1,7,3,4,1,4,9.0,80,9,2
1,7,3,5,1,4,9.0,72,9,1
1,8,0,3,1,3,9.0,77,9,1
1,8,0,4,1,5,9.0,75,9,2
1,8,1,3,1,3,9.0,84,9,2
1,8,2,3,1,2,9.0,75,9,1
1,8,2,3,1,3,9.0,75,9,2
1,8,2,3,1,5,9.0,78,9,3
1,8,2,4,1,4,9.0,79,9,2
1,8,2,4,1,5,9.0,78,9,2
1,8,2,5,1,5,9.0,77,9,3
1,8,3,4,1,3,9.0,81,9,2
1,8,4,5,1,2,9.0,82,9,3
1,9,0,2,1,4,9.0,77,9,3
1,9,0,2,1,5,9.0,80,9,0
1,9,0,3,1,3,9.0,80,9,1
1,9,1,2,1,3,9.0,72,9,4
1,9,1,2,1,4,9.0,73,9,2
1,9,1,2,1,5,9.0,83,9,1
1,9,1,3,1,5,9.0,83,9,1
1,9,3,4,1,5,9.0,79,9,3
1,9,4,5,1,5,9.0,79,9,1
2,3,0,2,1,3,9.0,73,9,1
2,3,0,3,1,2,9.0,75,9,2
2,3,0,4,1,4,9.0,75,9,2
2,3,0,5,1,2,9.0,82,9,1
2,3,0,5,1,5,9.0,79,9,1
2,3,3,4,1,2,9.0,78,9,3
2,3,3,4,1,4,9.0,82,9,2
2,3,3,5,1,5,9.0,79,9,1
2,4,0,1,1,3,9.0,83,9,0
2,4,0,5,1,5,9.0,80,9,2
2,4,2,3,1,4,9.0,77,9,2
2,4,3,4,1,2,9.0,81,9,1
2,5,0,5,1,3,9.0,73,9,1
2,5,0,5,1,5,9.0,73,9,2
2,5,1,3,1,3,9.0,77,9,4
2,5,2,5,1,2,9.0,81,9,1
2,5,2,5,1,3,9.0,75,9,2
2,5,3,5,1,5,9.0,78,9,2
2,5,4,5,1,5,9.0,80,9,4
2,6,0,3,1,3,9.0,76,9,2
2,6,0,4,1,3,9.0,78,9,2
2,6,0,5,1,5,9.0,83,9,0
2,6,1,5,1,2,9.0,78,9,2
2,6,1,5,1,4,9.0,79,9,1
2,6,3,4,1,4,9.0,74,9,2
2,6,4,5,1,2,9.0,80,9,3
2,7,0,1,1,2,9.0,75,9,1
2,7,0,3,1,5,9.0,81,9,2
2,7,1,3,1,5,9.0,76,9,2
2,7,1,5,1,4,9.0,76,9,0
2,7,2,5,1,2,9.0,80,9,3
2,7,3,4,1,2,9.0,77,9,1
2,7,3,4,1,4,9.0,81,9,0
2,8,0,3,1,2,9.0,74,9,4
2,8,0,5,1,2,9.0,80,9,1
2,8,1,3,1,5,9.0,77,9,0
2,8,2,5,1,3,9.0,80,9,2
2,8,3,5,1,2,9.0,73,9,2
2,8,3,5,1,3,9.0,78,9,3
2,8,4,5,1,4,9.0,74,9,1
2,9,0,1,1,4,9.0,81,9,1
2,9,0,2,1,3,9.0,82,9,3
2,9,0,5,1,5,9.0,71,9,3
2,9,1,4,1,5,9.0,83,9,1
2,9,2,3,1,2,9.0,73,9,3
2,9,4,5,1,4,9.0,78,9,2
2,9,4,5,1,5,9.0,77,9,1
3,4,0,3,1,2,9.0,76,9,1
3,4,0,3,1,3,9.0,77,9,3
3,4,1,2,1,5,9.0,77,9,0
3,4,1,5,1,2,9.0,80,9,3
3,5,0,1,1,5,9.0,79,9,1
3,5,0,4,1,4,9.0,81,9,1
3,5,1,2,1,3,9.0,81,9,1
3,5,1,3,1,4,9.0,78,9,1
3,5,1,4,1,3,9.0,82,9,0
3,5,1,5,1,3,9.0,84,9,1
3,5,1,5,1,5,9.0,79,9,1
3,5,2,3,1,3,9.0,83,9,2
3,5,2,3,1,4,9.0,80,9,2
3,5,2,5,1,2,9.0,81,9,3
3,5,3,5,1,3,9.0,84,9,0
3,5,4,5,1,4,9.0,80,9,1
3,6,0,1,1,5,9.0,78,9,0
3,6,0,2,1,3,9.0,78,9,0
3,6,0,3,1,2,9.0,74,9,4
3,6,0,3,1,4,9.0,81,9,2
3,6,0,5,1,3,9.0,80,9,0
3,6,1,2,1,2,9.0,75,9,1
3,6,1,5,1,2,9.0,77,9,2
3,6,1,5,1,3,9.0,82,9,2
3,6,2,3,1,4,9.0,81,9,3
3,7,1,2,1,5,9.0,78,9,2
3,7,1,4,1,4,9.0,79,9,1
3,7,1,4,1,5,9.0,78,9,1
3,7,3,4,1,4,9.0,73,9,2
3,8,0,1,1,2,9.0,84,9,1
3,8,0,2,1,4,9.0,77,9,3
3,8,0,2,1,5,9.0,81,9,1
3,8,0,3,1,4,9.0,71,9,2
3,8,0,4,1,4,9.0,73,9,5
3,8,0,5,1,2,9.0,81,9,2
3,8,2,5,1,3,9.0,77,9,1
3,8,2,5,1,4,9.0,86,9,3
3,9,0,2,1,2,9.0,77,9,2
3,9,0,3,1,5,9.0,75,9,2
3,9,1,2,1,2,9.0,80,9,3
3,9,1,3,1,3,9.0,75,9,2
3,9,2,3,1,4,9.0,85,9,0
3,9,3,4,1,5,9.0,75,9,4
3,9,4,5,1,4,9.0,80,9,3
3,9,4,5,1,5,9.0,79,9,2
4,5,0,1,1,2,9.0,79,9,2
4,5,0,3,1,4,9.0,78,9,0
4,5,1,3,1,2,9.0,80,9,2
4,5,2,3,1,3,9.0,80,9,5
4,5,2,5,1,5,9.0,81,9,4
4,5,3,4,1,3,9.0,78,9,2
4,6,0,2,1,3,9.0,77,9,2
4,6,1,3,1,4,9.0,76,9,2
4,6,1,5,1,2,9.0,78,9,1
4,6,3,4,1,5,9.0,81,9,0
4,7,0,1,1,3,9.0,78,9,2
4,7,0,3,1,3,9.0,77,9,2
4,7,0,5,1,3,9.0,83,9,0
4,7,1,4,1,2,9.0,76,9,2
4,7,2,4,1,2,9.0,81,9,1
4,7,3,4,1,2,9.0,79,9,0
4,8,0,4,1,3,9.0,77,9,1
4,8,0,4,1,4,9.0,85,9,1
4,8,0,5,1,4,9.0,80,9,2
4,8,1,2,1,5,9.0,81,9,0
4,8,2,4,1,4,9.0,75,9,3
4,8,3,4,1,4,9.0,76,9,2
4,9,0,5,1,4,9.0,83,9,0
4,9,1,2,1,3,9.0,82,9,1
4,9,1,3,1,2,9.0,80,9,3
4,9,3,4,1,5,9.0,74,9,3
4,9,3,5,1,5,9.0,78,9,0
5,6,0,1,1,4,9.0,77,9,1
5,6,0,3,1,4,9.0,72,9,1
5,6,0,4,1,2,9.0,82,9,2
5,6,0,4,1,4,9.0,73,9,3
5,6,1,3,1,5,9.0,79,9,3
5,6,1,4,1,5,9.0,77,9,1
5,6,1,5,1,4,9.0,74,9,3
5,6,2,3,1,3,9.0,82,9,0
5,6,2,4,1,4,9.0,79,9,2
5,6,2,4,1,5,9.0,78,9,0
5,7,0,1,1,4,9.0,76,9,1
5,7,0,4,1,3,9.0,79,9,2
5,7,1,2,1,3,9.0,76,9,2
5,7,1,2,1,4,9.0,80,9,2
5,7,1,2,1,5,9.0,76,9,0
5,7,3,4,1,3,9.0,75,9,5
5,7,4,5,1,5,9.0,75,9,2
5,8,0,2,1,2,9.0,85,9,1
5,8,0,3,1,3,9.0,79,9,0
5,8,0,4,1,2,9.0,78,9,2
5,8,0,4,1,4,9.0,84,9,1
5,8,1,4,1,2,9.0,84,9,2
5,8,4,5,1,5,9.0,82,9,0
5,9,0,3,1,2,9.0,80,9,0
5,9,0,4,1,5,9.0,80,9,4
5,9,0,5,1,3,9.0,82,9,1
5,9,1,3,1,3,9.0,73,9,1
5,9,2,3,1,5,9.0,78,9,0
5,9,2,5,1,5,9.0,77,9,3
0,1,0,3,1,4,8.0,79,8,2
0,1,0,5,1,2,8.0,80,8,1
0,1,1,2,1,4,8.0,75,8,3
0,1,1,2,1,5,8.0,80,8,1
0,1,2,3,1,4,8.0,82,8,1
0,1,3,4,1,4,8.0,84,8,1
0,1,3,5,1,3,8.0,81,8,1
0,1,4,5,1,4,8.0,80,8,2
0,2,0,5,1,2,8.0,76,8,3
0,2,1,3,1,2,8.0,82,8,1
0,2,1,4,1,3,8.0,79,8,2
0,2,1,5,1,3,8.0,80,8,5
0,2,1,5,1,5,8.0,83,8,1
0,2,2,5,1,3,8.0,82,8,1
0,2,3,4,1,4,8.0,75,8,4
0,2,4,5,1,2,8.0,85,8,1
0,2,4,5,1,5,8.0,81,8,3
0,3,0,1,1,3,8.0,81,8,4
0,3,0,3,1,2,8.0,78,8,4
0,3,1,3,1,2,8.0,85,8,1
0,3,2,4,1,5,8.0,83,8,0
0,3,3,5,1,4,8.0,76,8,2
0,3,4,5,1,3,8.0,75,8,3
0,4,0,2,1,3,8.0,78,8,2
0,4,0,5,1,4,8.0,81,8,5
0,4,1,2,1,3,8.0,82,8,1
0,4,1,3,1,5,8.0,83,8,4
0,4,1,5,1,5,8.0,81,8,0
0,4,2,3,1,2,8.0,81,8,2
0,4,2,3,1,5,8.0,80,8,3
0,4,2,4,1,3,8.0,78,8,1
0,4,3,5,1,3,8.0,79,8,0
0,5,0,3,1,2,8.0,80,8,2
0,5,0,4,1,3,8.0,84,8,1
0,5,0,5,1,2,8.0,80,8,3
0,5,0,5,1,3,8.0,79,8,3
0,5,0,5,1,4,8.0,81,8,1
0,5,1,2,1,2,8.0,80,8,1
0,5,1,3,1,2,8.0,74,8,1
0,5,1,4,1,3,8.0,76,8,1
0,5,1,5,1,4,8.0,75,8,0
0,5,2,3,1,2,8.0,75,8,2
0,5,2,4,1,2,8.0,80,8,1
0,5,2,4,1,4,8.0,80,8,2
0,5,2,4,1,5,8.0,81,8,1
0,5,3,5,1,3,8.0,77,8,1
0,6,1,3,1,3,8.0,72,8,2
0,6,2,3,1,4,8.0,78,8,0
0,6,2,5,1,5,8.0,82,8,2
0,6,3,4,1,2,8.0,75,8,4
0,6,3,5,1,5,8.0,81,8,0
0,7,0,1,1,2,8.0,74,8,3
0,7,0,2,1,4,8.0,84,8,1
0,7,0,5,1,5,8.0,79,8,1
0,7,1,2,1,2,8.0,75,8,7
0,7,1,2,1,3,8.0,76,8,3
0,7,1,4,1,5,8.0,79,8,0
0,7,2,4,1,4,8.0,78,8,4
0,7,3,4,1,2,8.0,81,8,2
0,7,3,5,1,5,8.0,84,8,0
0,7,4,5,1,2,8.0,77,8,3
0,8,0,1,1,3,8.0,78,8,1
0,8,0,2,1,3,8.0,76,8,1
0,8,0,2,1,5,8.0,77,8,6
0,8,0,3,1,4,8.0,80,8,1
0,8,0,4,1,4,8.0,81,8,1
0,8,1,3,1,3,8.0,83,8,2
0,8,1,3,1,4,8.0,82,8,2
0,8,1,5,1,2,8.0,74,8,2
0,8,1,5,1,3,8.0,76,8,3
0,8,2,4,1,5,8.0,81,8,0
0,8,3,4,1,2,8.0,81,8,1
0,8,3,4,1,5,8.0,80,8,1
0,8,3,5,1,2,8.0,77,8,2
0,8,4,5,1,4,8.0,81,8,1
0,9,0,3,1,3,8.0,77,8,2
0,9,1,2,1,4,8.0,75,8,2
0,9,1,5,1,2,8.0,75,8,4
0,9,1,5,1,5,8.0,75,8,5
0,9,3,5,1,2,8.0,77,8,1
0,9,3,5,1,5,8.0,73,8,0
1,2,0,1,1,4,8.0,76,8,2
1,2,0,3,1,3,8.0,83,8,2
1,2,0,4,1,2,8.0,78,8,2
1,2,1,2,1,3,8.0,80,8,2
1,2,1,4,1,3,8.0,72,8,6
1,2,1,5,1,2,8.0,83,8,1
1,2,1,5,1,3,8.0,78,8,5
1,2,2,3,1,3,8.0,80,8,0
1,2,2,3,1,5,8.0,83,8,2
1,2,3,4,1,4,8.0,78,8,2
1,2,4,5,1,5,8.0,82,8,1
1,3,0,2,1,3,8.0,79,8,1
1,3,2,3,1,3,8.0,74,8,4
1,3,2,4,1,2,8.0,84,8,2
1,3,4,5,1,5,8.0,74,8,2
1,4,1,4,1,4,8.0,82,8,3
1,4,1,4,1,5,8.0,72,8,1
1,4,2,3,1,3,8.0,72,8,3
1,4,3,4,1,2,8.0,82,8,2
1,5,0,1,1,3,8.0,76,8,2
1,5,0,1,1,4,8.0,74,8,5
1,5,0,1,1,5,8.0,75,8,5
1,5,0,2,1,3,8.0,74,8,3
1,5,0,3,1,3,8.0,79,8,1
1,5,0,5,1,5,8.0,81,8,0
1,5,1,2,1,3,8.0,77,8,4
1,5,1,4,1,5,8.0,84,8,1
1,5,2,4,1,2,8.0,81,8,3
1,5,2,5,1,4,8.0,81,8,2
1,5,4,5,1,4,8.0,83,8,0
1,6,0,2,1,4,8.0,72,8,6
1,6,0,5,1,4,8.0,81,8,0
1,6,1,2,1,5,8.0,77,8,2
1,6,1,4,1,2,8.0,78,8,3
1,6,1,4,1,3,8.0,81,8,2
1,6,1,4,1,4,8.0,76,8,2
1,6,2,3,1,2,8.0,79,8,2
1,6,2,5,1,2,8.0,87,8,0
1,6,2,5,1,3,8.0,78,8,2
1,6,2,5,1,5,8.0,79,8,1
1,6,3,4,1,4,8.0,79,8,0
1,6,4,5,1,2,8.0,78,8,2
1,7,1,2,1,3,8.0,77,8,2
1,7,1,3,1,2,8.0,80,8,3
1,7,1,3,1,4,8.0,82,8,1
1,7,1,3,1,5,8.0,82,8,4
1,7,1,5,1,5,8.0,84,8,2
1,7,2,4,1,4,8.0,80,8,2
1,7,3,4,1,2,8.0,84,8,0
1,7,3,5,1,2,8.0,83,8,0
1,7,4,5,1,5,8.0,77,8,6
1,8,0,2,1,2,8.0,82,8,1
1,8,1,4,1,3,8.0,80,8,3
1,8,2,3,1,4,8.0,79,8,3
1,8,2,4,1,3,8.0,83,8,1
1,8,3,5,1,5,8.0,69,8,6
1,9,0,1,1,2,8.0,81,8,1
1,9,0,1,1,5,8.0,81,8,1
1,9,0,4,1,4,8.0,78,8,3
1,9,0,5,1,5,8.0,81,8,1
1,9,1,2,1,2,8.0,74,8,1
1,9,1,4,1,4,8.0,79,8,0
1,9,2,5,1,2,8.0,82,8,1
1,9,2,5,1,4,8.0,79,8,3
1,9,3,4,1,3,8.0,79,8,2
1,9,4,5,1,3,8.0,79,8,2
2,3,0,1,1,3,8.0,77,8,2
2,3,0,3,1,3,8.0,86,8,1
2,3,1,2,1,2,8.0,83,8,3
2,3,1,2,1,3,8.0,80,8,3
2,3,1,4,1,4,8.0,83,8,0
2,3,2,3,1,3,8.0,81,8,3
2,3,2,3,1,4,8.0,76,8,3
2,3,2,4,1,3,8.0,80,8,1
2,3,2,4,1,5,8.0,85,8,0
2,3,2,5,1,3,8.0,80,8,5
2,3,3,4,1,3,8.0,77,8,4
2,3,3,4,1,5,8.0,81,8,1
2,3,3,5,1,3,8.0,81,8,2
2,4,0,2,1,3,8.0,75,8,0
2,4,0,2,1,5,8.0,77,8,4
2,4,1,2,1,2,8.0,77,8,2
2,4,2,3,1,2,8.0,78,8,3
2,4,2,4,1,2,8.0,81,8,0
2,4,2,4,1,3,8.0,83,8,0
2,4,2,5,1,3,8.0,77,8,2
2,4,3,5,1,2,8.0,81,8,3
2,4,3,5,1,4,8.0,78,8,3
2,5,0,1,1,5,8.0,78,8,1
2,5,0,3,1,4,8.0,81,8,1
2,5,0,3,1,5,8.0,78,8,1
2,5,0,4,1,5,8.0,77,8,2
2,5,1,2,1,3,8.0,77,8,3
2,5,1,3,1,5,8.0,72,8,3
2,5,1,4,1,5,8.0,83,8,0
2,5,1,5,1,2,8.0,76,8,2
2,5,2,4,1,2,8.0,77,8,1
2,5,3,4,1,3,8.0,80,8,2
2,6,0,1,1,4,8.0,78,8,1
2,6,0,4,1,2,8.0,79,8,3
2,6,1,2,1,2,8.0,81,8,3
2,6,1,2,1,4,8.0,73,8,4
2,6,1,3,1,2,8.0,81,8,1
2,6,1,4,1,2,8.0,81,8,1
2,6,1,4,1,4,8.0,81,8,3
2,6,2,4,1,4,8.0,78,8,1
2,6,4,5,1,5,8.0,77,8,0
2,7,0,2,1,3,8.0,80,8,1
2,7,0,2,1,4,8.0,79,8,0
2,7,1,3,1,3,8.0,83,8,0
2,7,1,5,1,3,8.0,81,8,3
2,7,4,5,1,2,8.0,80,8,0
2,7,4,5,1,3,8.0,80,8,0
2,8,0,2,1,3,8.0,80,8,4
2,8,1,3,1,2,8.0,79,8,0
2,8,1,5,1,4,8.0,82,8,0
2,8,2,3,1,3,8.0,81,8,3
